
Initial statistics: 11 variables; iteration 0; function evaluation 0; phase 1
Function value 5.0179367e+04; maximum gradient component mag -1.6318e+04
 79  0.04288 -1.54758e+04 | 80  0.00542 -1.76163e+03 | 81  0.22411 -4.99207e-01
 82  0.14074 -9.08519e+00 | 83  0.11447  6.26596e-03 | 84 -0.05146 -4.07527e+02
 85 -0.07348 -7.88059e+02 | 86 -0.09321 -3.41013e+01 | 87  0.10576 -1.11547e+04
 88  0.11872 -1.70513e+00 | 89  0.14055 -2.03743e-01 | 90 -0.01109 -1.33706e+02

Intermediate statistics: 90 variables; iteration 20; function evaluation 26; phase 2
Function value 4.8027119e+04; maximum gradient component mag 4.0424e+03
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1  0.15923  1.16941e+03 |  2 -0.06935  1.19012e+03 |  3 -0.14114  1.05804e+03
  4  0.10004  5.06183e+02 |  5  0.00713  4.04235e+03 |  6  0.21257  1.22171e+02
  7  0.22352  1.49952e+02 |  8 -0.10576 -5.29166e+01 |  9 -0.21782 -9.01836e+01
 10 -0.14703 -9.94427e+01 | 11  0.02081 -7.62846e+01 | 12 -0.09748 -9.41475e+00
 13  0.11563  2.74304e+02 | 14  0.17141  4.07298e+02 | 15  0.04976  1.57492e+02
 16  0.10423  2.30604e+02 | 17  0.17167  3.66266e+02 | 18  0.10759  2.08970e+02
 19  0.05192  9.45110e+01 | 20  0.12524  9.96245e+01 | 21  0.08247  2.23480e+01
 22 -0.02873 -3.23546e+01 | 23  0.09370 -2.63976e+01 | 24  0.02845 -9.42372e+01
 25 -0.18627 -1.15581e+02 | 26  0.03860 -1.15934e+02 | 27  0.10083 -1.09442e+02
 28 -0.08972 -1.15565e+02 | 29 -0.01217 -9.79890e+01 | 30 -0.00096 -1.11068e+02
 31 -0.16344 -1.37429e+02 | 32 -0.23260 -1.13434e+02 | 33 -0.06715 -9.57021e+01
 34  0.02973 -2.18334e+01 | 35  0.03956 -1.45717e+01 | 36  0.03035 -2.64167e+01
 37 -0.05067 -7.33134e+01 | 38 -0.12224 -1.01602e+02 | 39 -0.06270 -7.37806e+01
 40  0.08062 -5.84203e+01 | 41 -0.17429 -7.19982e+01 | 42  0.03799 -5.12138e+01
 43 -0.09751 -2.04084e+01 | 44  0.16861  5.17758e+01 | 45 -0.08268 -4.27951e+01
 46  0.08288 -4.56332e+01 | 47 -0.25564 -8.70684e+01 | 48 -0.23826 -7.89091e+01
 49  0.16292 -5.98846e+01 | 50  0.08434 -3.53883e+01 | 51 -0.56289 -1.14739e+01
 52 -0.15428 -6.16583e+01 | 53 -0.28380  9.88643e+00 | 54 -0.07728 -2.38398e+00
 55 -0.36442  2.10655e+01 | 56 -0.27906  1.43347e+00 | 57  0.34800  8.16202e-01
 58  0.07240  1.92621e+01 | 59  0.07589 -2.24160e+00 | 60 -0.07570  2.31248e+01
 61  0.22711  7.85319e+01 | 62 -0.01705  8.90689e+01 | 63  0.20889 -1.85051e+01
 64 -0.02971  7.22735e+01 | 65 -0.49743 -2.47756e-03 | 66 -0.10334 -6.47980e+01
 67  0.32225  3.45118e+00 | 68 -0.53868  6.84582e+00 | 69 -0.01333 -3.70115e+01
 70 -0.12627 -1.00973e+02 | 71  0.03264  2.33811e+02 | 72 -0.00774 -1.49588e+01
 73 -0.01120 -3.19485e+01 | 74 -0.17851 -1.62518e+02 | 75  0.00574  4.50486e+02
 76  0.11385 -6.38610e+02 | 77 -0.01118  8.35028e+02 | 78  0.11696  1.39441e+02
 79 -0.03663  7.66134e+02 | 80  0.01171  8.84562e+01 | 81  0.11380 -6.68545e+02
 82  0.07185  1.81100e+03 | 83  0.09835 -1.02257e+00 | 84  0.01359  9.35237e+02
 85 -0.13140 -1.57322e+03 | 86 -0.07435  1.03617e+01 | 87  0.11155  2.50076e+02
 88  0.11904  2.85032e-01 | 89  0.09827 -1.50863e+01 | 90  0.06387  7.95831e+01
90 variables; iteration 40; function evaluation 46; phase 2
Function value 4.7994902e+04; maximum gradient component mag 2.1865e+03
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1  0.15397  8.89201e+02 |  2 -0.07560  9.15953e+02 |  3 -0.17038  1.41351e+02
  4  0.10225  6.68466e+01 |  5  0.01783  2.18648e+03 |  6  0.18672  1.44682e+02
  7  0.18147  1.51893e+02 |  8 -0.08066  6.92172e+01 |  9 -0.17188  3.72365e+01
 10 -0.07248  4.94281e+01 | 11 -0.01432  4.57011e+01 | 12 -0.07176  1.21284e+02
 13  0.09491  2.30739e+02 | 14  0.14238  2.26153e+02 | 15  0.02391  1.77108e+02
 16  0.08943  2.70491e+02 | 17  0.15046  3.47424e+02 | 18  0.08806  2.48392e+02
 19  0.03905  1.61109e+02 | 20  0.09089  6.06987e+01 | 21  0.06323  5.55386e+01
 22 -0.04683  5.46241e+01 | 23  0.08818  7.22139e+01 | 24  0.04134  3.09557e+00
 25 -0.71702 -1.91749e+01 | 26  0.06008 -6.74118e+01 | 27  0.08667 -7.50387e+01
 28 -0.03657  6.96971e+00 | 29  0.00895  2.23200e+01 | 30 -0.00009  2.21291e+01
 31 -0.02522  9.74046e+00 | 32 -0.27277 -3.77041e+00 | 33 -0.09086  1.46134e+01
 34  0.08291  1.59418e+02 | 35  0.06871  1.53773e+02 | 36  0.06429  1.24063e+02
 37 -0.04727  4.00301e+01 | 38 -0.06386  2.28516e+01 | 39 -0.05653  3.39957e+01
 40  0.10597  7.28786e+01 | 41 -0.09508  5.94527e+01 | 42  0.04552  1.76242e+01
 43 -0.07718  7.55438e+01 | 44  0.19370  1.24998e+02 | 45 -0.09651  4.89340e+01
 46  0.10041  5.00911e+01 | 47 -0.18694  3.35219e+01 | 48 -0.15662  5.17819e+01
 49  0.20061  7.79364e+01 | 50  0.07570  6.49630e+01 | 51 -0.72567 -4.19550e+01
 52 -0.19988 -5.03961e+01 | 53  1.17955 -2.43233e+00 | 54  0.17356  2.71044e+00
 55 -0.34360  3.83864e+01 | 56 -0.30442 -1.06788e+00 | 57  0.28501 -1.49008e+00
 58  0.04953  2.57965e+00 | 59  0.10668  4.30058e+01 | 60 -0.04847  7.16994e+00
 61  0.21532  1.02167e+02 | 62 -0.02770 -1.13787e+02 | 63  0.21853 -1.67016e+02
 64 -0.01219  3.39155e+02 | 65 -0.49720 -2.26698e-03 | 66 -0.08910  8.01193e-01
 67  0.33014 -5.21997e-01 | 68 -0.52132  9.96656e+00 | 69 -0.01245 -3.45532e+01
 70 -0.12543 -7.16037e+01 | 71  0.03232  1.66934e+02 | 72 -0.00372 -6.93378e+00
 73 -0.01772 -1.41815e+01 | 74 -0.17102 -7.51994e+01 | 75  0.00049  2.46802e+02
 76  0.10125 -6.34026e+02 | 77 -0.02369  7.50051e+02 | 78  0.10560  7.98578e+01
 79 -0.01509  1.72937e+02 | 80  0.01568  1.25726e+02 | 81  0.12797 -4.09937e+02
 82  0.07856  1.27058e+03 | 83  0.09127 -1.93653e+01 | 84  0.00279  6.32483e+02
 85 -0.11122 -1.15018e+03 | 86 -0.07371  2.76056e+01 | 87  0.11531  2.09750e+02
 88  0.11890  2.12456e-02 | 89  0.06477 -3.01187e+01 | 90  0.04648  9.07689e+01
90 variables; iteration 60; function evaluation 66; phase 2
Function value 4.7914842e+04; maximum gradient component mag 2.0471e+03
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1  0.16157  1.64670e+02 |  2 -0.11967  6.09681e+01 |  3 -0.16311  3.06088e+02
  4  0.10051  1.42546e+02 |  5  0.01711  2.04714e+03 |  6  0.15960 -1.75247e+01
  7  0.16611  1.66937e+01 |  8 -0.16124 -6.57894e+01 |  9 -0.01970  3.66911e+01
 10 -0.14208 -6.37540e+01 | 11 -0.00075 -1.05919e+01 | 12 -0.06131  3.36788e+01
 13  0.07591  3.88242e+01 | 14  0.14119  1.17820e+02 | 15  0.01626  3.72144e+01
 16  0.06865  3.55677e+01 | 17  0.13737  7.68755e+01 | 18  0.06880  3.60851e+01
 19  0.01769  5.29083e+00 | 20  0.10959  4.53746e+01 | 21  0.03516 -5.54675e+01
 22  0.02376  2.76358e+01 | 23  0.05725 -4.90834e+01 | 24  0.03917 -9.32855e+01
 25 -0.50491 -1.03250e+02 | 26  0.05776 -1.13710e+02 | 27  0.07975 -8.00429e+01
 28 -0.00310 -3.72053e+01 | 29 -0.02221 -1.07601e+02 | 30 -0.05197 -1.12014e+02
 31 -0.02885 -2.62712e+01 | 32 -0.08238 -3.41396e+01 | 33 -0.06128 -5.36631e+01
 34  0.01134 -5.97788e+01 | 35  0.05639 -7.70084e+01 | 36  0.00862 -1.25080e+02
 37 -0.06466 -1.20301e+02 | 38 -0.10816 -1.08012e+02 | 39 -0.02983 -6.57918e+01
 40  0.06985 -1.09209e+02 | 41 -0.12163 -6.21821e+01 | 42  0.04291 -8.52227e+01
 43 -0.19144 -7.00711e+01 | 44  0.17181 -3.18380e+01 | 45 -0.08481 -5.90002e+01
 46  0.09671 -1.06511e+01 | 47 -0.20283 -7.46897e+01 | 48 -0.19997 -7.53686e+01
 49  0.20414 -5.83820e+00 | 50  0.11109 -4.39227e+01 | 51 -0.65803 -1.47049e+01
 52 -0.17506 -4.47284e+01 | 53  0.58714  6.12602e+00 | 54 -0.51969 -3.17762e+01
 55 -0.34285  2.44449e+01 | 56 -0.01771  9.42007e+00 | 57  0.33029 -1.35683e+00
 58  0.06426  2.00366e+01 | 59  0.06555  3.30357e+00 | 60 -0.09942 -1.06242e+01
 61  0.22514  1.37878e+02 | 62 -0.02334 -1.49417e+02 | 63  0.23065 -3.66709e+01
 64 -0.02157  8.91288e+01 | 65 -0.49428 -1.76798e-03 | 66 -0.10716 -3.81965e+01
 67  0.32436  7.79828e+00 | 68 -0.53660  1.04145e+01 | 69 -0.03625 -2.55697e+01
 70 -0.10893 -5.50225e+00 | 71  0.03149  6.36031e+01 | 72 -0.11822 -1.38433e-01
 73  0.04083  4.56011e+01 | 74 -0.17474  2.91315e+01 | 75 -0.00510 -1.54402e+01
 76  0.14007 -6.83396e+01 | 77 -0.02409  1.55257e+02 | 78  0.09913  4.25472e+01
 79 -0.01268  1.79825e+02 | 80  0.00433  1.30635e+01 | 81  0.11707 -2.19567e+02
 82  0.09651  7.19501e+02 | 83  0.06769 -1.95526e+01 | 84 -0.02787  2.81954e+02
 85 -0.08033 -5.82442e+02 | 86 -0.10350  6.67563e+00 | 87  0.11071  1.59052e+02
 88  0.11906  6.49785e-01 | 89  0.03661 -3.82903e+01 | 90  0.02148  8.38501e+01
90 variables; iteration 80; function evaluation 90; phase 2
Function value 4.7867454e+04; maximum gradient component mag -1.0173e+03
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1  0.16309 -1.32128e+02 |  2 -0.12287 -2.45776e+02 |  3 -0.15328  4.51481e+02
  4  0.10498  2.16421e+02 |  5  0.01101 -1.01728e+03 |  6  0.19955 -1.38084e+02
  7  0.14347 -1.20332e+02 |  8 -0.11033 -6.29061e+01 |  9 -0.04839 -2.86515e+01
 10 -0.17019 -7.57273e+01 | 11  0.03488 -5.62057e-01 | 12 -0.09612 -1.50175e+01
 13  0.07782 -3.97244e+01 | 14  0.15253  4.56644e+01 | 15  0.02065 -7.56723e+00
 16  0.06402 -7.08040e+01 | 17  0.14484 -8.58995e+01 | 18  0.06598 -7.82504e+01
 19  0.01721 -6.80512e+01 | 20  0.11247 -6.97365e+01 | 21  0.06133 -7.34272e+01
 22  0.00656 -4.01749e+01 | 23  0.05735 -1.09621e+02 | 24  0.04678 -6.32268e+01
 25 -0.12212 -9.25659e+01 | 26  0.05238 -2.90872e+01 | 27  0.08694 -4.10643e+01
 28 -0.04874 -7.50563e+01 | 29 -0.02552 -1.00422e+02 | 30 -0.03856 -9.25550e+01
 31 -0.06664 -5.69528e+01 | 32 -0.15993 -6.43235e+01 | 33 -0.03193 -2.83985e+01
 34 -0.02157 -6.41098e+01 | 35  0.04662 -8.07051e+01 | 36 -0.02512 -1.07116e+02
 37 -0.04023 -4.88357e+01 | 38 -0.07884 -3.74442e+01 | 39 -0.04722 -3.26868e+01
 40  0.05621 -9.58751e+01 | 41 -0.17698 -6.89253e+01 | 42  0.04092 -1.93030e+01
 43 -0.13965 -4.51251e+01 | 44  0.14417 -7.99702e+01 | 45 -0.11653 -5.58599e+01
 46  0.06225 -3.23563e+01 | 47 -0.21106 -6.23846e+01 | 48 -0.22287 -6.40923e+01
 49  0.15938 -1.26675e+00 | 50  0.04048 -5.05797e+01 | 51 -0.58606 -1.55075e+00
 52 -0.13871 -1.83578e+02 | 53 -0.42479 -9.53177e+00 | 54 -0.05437 -1.64686e+00
 55 -0.40703 -1.66626e+01 | 56 -0.37300 -1.18369e+01 | 57  0.34113 -1.41184e+00
 58  0.06914  1.98130e+01 | 59  0.03874 -5.69122e+01 | 60 -0.12324  8.67535e+00
 61  0.22478  6.90148e+01 | 62 -0.02336 -9.07722e+01 | 63  0.23974  9.29998e+01
 64 -0.02741 -1.39697e+02 | 65 -0.49210 -1.55000e-03 | 66 -0.09430 -1.88928e+01
 67  0.34725  3.86215e+00 | 68 -0.49284  1.26919e+01 | 69  0.00311 -3.89863e+00
 70 -0.12829 -1.36382e+01 | 71  0.02141  1.53112e+01 | 72  0.01748  6.27014e+00
 73 -0.00446  1.84590e+01 | 74 -0.17393  4.42904e+01 | 75 -0.01113 -3.79838e+01
 76  0.14926  1.06060e+02 | 77 -0.02802 -7.40057e+01 | 78  0.10064 -1.86231e+01
 79 -0.01904 -3.29633e+02 | 80  0.00203 -2.99056e+01 | 81  0.10811 -2.31719e+02
 82  0.10117  4.66271e+02 | 83  0.11962  1.99540e+00 | 84 -0.04009  2.37115e+02
 85 -0.07424 -3.85575e+02 | 86 -0.04863  1.87015e+01 | 87  0.11201  6.68770e+01
 88  0.12878  1.43258e+01 | 89  0.05486  4.18736e+00 | 90  0.00667  4.64146e+00
Maximum number of function evaluations exceeded

 - final statistics:
90 variables; iteration 90; function evaluation 100
Function value 4.7857e+04; maximum gradient component mag -1.2427e+03
Exit code = 3;  converg criter 1.0000e+01
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1  0.15810 -1.30646e+02 |  2 -0.11563 -1.93757e+02 |  3 -0.15836  3.20217e+02
  4  0.10643  1.50209e+02 |  5  0.01177 -1.24271e+03 |  6  0.20092 -1.11608e+02
  7  0.14060 -9.92935e+01 |  8 -0.09796 -4.66996e+01 |  9 -0.07776 -3.13860e+01
 10 -0.15195 -6.11326e+01 | 11  0.03126 -3.64579e+00 | 12 -0.11044 -1.65470e+01
 13  0.07833 -4.70091e+01 | 14  0.14927  1.17291e+01 | 15  0.01281 -1.87291e+01
 16  0.06134 -7.66835e+01 | 17  0.14236 -9.94483e+01 | 18  0.06065 -7.87459e+01
 19  0.02032 -5.60113e+01 | 20  0.10742 -7.20494e+01 | 21  0.06716 -6.08250e+01
 22 -0.01748 -4.82704e+01 | 23  0.06538 -9.63757e+01 | 24  0.03903 -4.04204e+01
 25 -0.07900 -5.86984e+01 | 26  0.05174  7.81568e+00 | 27  0.08943 -2.13645e+01
 28 -0.05774 -6.50497e+01 | 29 -0.01546 -6.46753e+01 | 30 -0.02301 -5.53049e+01
 31 -0.08515 -4.93071e+01 | 32 -0.14041 -4.65935e+01 | 33 -0.04323 -3.16766e+01
 34 -0.02017 -6.40350e+01 | 35  0.04351 -7.44596e+01 | 36 -0.02022 -8.04732e+01
 37 -0.03014 -1.18473e+01 | 38 -0.07892 -2.09804e+01 | 39 -0.05789 -2.83671e+01
 40  0.05856 -7.28011e+01 | 41 -0.15986 -4.83738e+01 | 42  0.03710 -5.57367e+00
 43 -0.12160 -2.13774e+01 | 44  0.14448 -5.25251e+01 | 45 -0.13478 -4.92124e+01
 46  0.05223 -3.63044e+01 | 47 -0.16343 -2.33560e+01 | 48 -0.21657 -4.56752e+01
 49  0.15012 -3.21903e+00 | 50  0.01822 -4.35773e+01 | 51 -0.58246  2.19968e-01
 52 -0.13897 -1.16141e+02 | 53 -0.31201  9.01653e+00 | 54 -0.05568 -2.65646e+00
 55 -0.39363 -1.34525e+01 | 56 -0.37756 -1.27647e+01 | 57  0.36736 -3.75609e+00
 58  0.07979  3.54574e+01 | 59  0.03934 -4.65158e+01 | 60 -0.12108  4.35142e+00
 61  0.22523  5.65709e+01 | 62 -0.02317 -8.14380e+01 | 63  0.23965  7.88263e+01
 64 -0.02677 -1.13759e+02 | 65 -0.49106 -1.36605e-03 | 66 -0.08279  2.51078e+01
 67  0.38355  1.02277e+01 | 68 -0.57716 -1.21240e+01 | 69  0.00379  5.15325e+00
 70 -0.11857 -2.81431e+01 | 71  0.02672 -8.67879e+00 | 72 -0.02530  2.83430e+00
 73 -0.03358 -4.87789e+00 | 74 -0.16374  4.50544e+01 | 75 -0.01437 -3.83293e+01
 76  0.14669  8.12204e+01 | 77 -0.02952 -4.92247e+01 | 78  0.10581 -1.15012e+01
 79 -0.01764 -3.89061e+02 | 80  0.00226 -2.68138e+01 | 81  0.11389 -1.26380e+02
 82  0.10085  2.95714e+02 | 83  0.07415  3.24863e+00 | 84 -0.04148  1.46435e+02
 85 -0.07207 -2.36012e+02 | 86 -0.10312 -6.84761e+00 | 87  0.11199  4.82479e+01
 88  0.12947  1.52919e+01 | 89  0.17070  1.16553e+00 | 90  0.06372  2.95486e+01

Initial statistics: 108 variables; iteration 0; function evaluation 0; phase 3
Function value 4.7854728e+04; maximum gradient component mag -1.2427e+03
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.17923 -1.29557e+02 |  2  0.15810 -1.30646e+02 |  3 -0.11563 -1.93757e+02
  4 -0.33836 -7.94380e+01 |  5 -0.61819 -1.56717e+01 |  6 -0.16381  6.89553e+01
  7 -0.15836  3.20217e+02 |  8  0.10643  1.50209e+02 |  9 -0.41720 -2.11641e+01
 10 -0.56276  3.87849e+01 | 11  0.01177 -1.24271e+03 | 12  0.20275 -6.61632e+01
 13  0.14239 -5.26790e+01 | 14 -0.09620  4.77230e-01 | 15 -0.07601  1.60044e+01
 16 -0.15016 -1.47553e+01 | 17  0.03300  4.40314e+01 | 18 -0.10867  3.04919e+01
 19  0.08008  3.70647e-01 | 20  0.15106  5.81242e+01 | 21  0.01455  2.90003e+01
 22  0.06309 -2.91563e+01 | 23  0.14415 -5.28623e+01 | 24  0.06240 -3.12133e+01
 25  0.02206 -8.29411e+00 | 26  0.10918 -2.49747e+01 | 27  0.06891 -1.33457e+01
 28 -0.01574 -5.47670e-01 | 29  0.06713 -4.88724e+01 | 30  0.04077  7.22942e+00
 31 -0.07725 -1.13287e+01 | 32  0.05348  5.53863e+01 | 33  0.09119  2.58958e+01
 34 -0.05599 -1.75095e+01 | 35 -0.01372 -1.69496e+01 | 36 -0.02126 -7.59601e+00
 37 -0.08339 -1.99339e+00 | 38 -0.13862 -9.15357e-03 | 39 -0.04149  1.59570e+01
 40 -0.01843 -1.63195e+01 | 41  0.04526 -2.68252e+01 | 42 -0.01848 -3.27592e+01
 43 -0.02840  3.58445e+01 | 44 -0.07717  2.64030e+01 | 45 -0.05614  1.91812e+01
 46  0.06031 -2.52557e+01 | 47 -0.15806 -2.13174e+00 | 48  0.03884  4.20792e+01
 49 -0.11983  2.55087e+01 | 50  0.14627 -6.00466e+00 | 51 -0.13300 -2.53913e+00
 52  0.05397  1.12732e+01 | 53 -0.16163  2.28370e+01 | 54 -0.21472 -6.71052e-01
 55  0.15191  4.31712e+01 | 56  0.01996  4.14358e+00 | 57 -0.58246  2.19968e-01
 58 -0.13897 -1.16141e+02 | 59 -0.31201  9.01653e+00 | 60 -0.05568 -2.65646e+00
 61 -0.39363 -1.34525e+01 | 62 -0.37756 -1.27647e+01 | 63 -0.37629 -5.57064e+00
 64 -0.66819 -1.61614e+00 | 65  0.36736 -3.75609e+00 | 66 -0.00001  9.46202e-08
 67  0.07979  3.54574e+01 | 68  0.03934 -4.65158e+01 | 69 -0.76199  7.37949e-03
 70 -0.12108  4.35142e+00 | 71  0.22523  5.65709e+01 | 72  0.00025 -9.38616e-08
 73 -0.02317 -8.14380e+01 | 74  0.23965  7.88263e+01 | 75  0.00059 -4.79599e-07
 76 -0.02677 -1.13759e+02 | 77 -0.38298 -4.37565e-03 | 78 -0.49106 -1.36605e-03
 79 -0.08279  2.51078e+01 | 80 -0.66098 -2.35084e+01 | 81  0.38355  1.02277e+01
 82 -0.57716 -1.21240e+01 | 83  0.00379  5.15325e+00 | 84 -0.11857 -2.81431e+01
 85  0.02672 -8.67879e+00 | 86 -0.02530  2.83430e+00 | 87 -0.03358 -4.87789e+00
 88 -0.16374  4.50544e+01 | 89 -0.01437 -3.83293e+01 | 90  0.14669  8.12204e+01
 91 -0.02952 -4.92247e+01 | 92  0.09949 -1.94664e+00 | 93  0.07570  1.07429e-01
 94 -0.41268 -2.79512e-01 | 95 -0.18471  9.67375e-01 | 96  0.10581 -1.15012e+01
 97 -0.01764 -3.89061e+02 | 98  0.00226 -2.68138e+01 | 99  0.11389 -1.26380e+02
100  0.10085  2.95714e+02 |101  0.07415  3.24863e+00 |102 -0.04148  1.46435e+02
103 -0.07207 -2.36012e+02 |104 -0.10312 -6.84761e+00 |105  0.11199  4.82479e+01
106  0.12947  1.52919e+01 |107  0.17070  1.16553e+00 |108  0.06372  2.95486e+01

Intermediate statistics: 108 variables; iteration 20; function evaluation 23; phase 3
Function value 4.7829625e+04; maximum gradient component mag -1.0792e+03
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.19782 -5.16785e+01 |  2  0.14288 -1.57646e+02 |  3 -0.09815 -1.21898e+02
  4 -0.27348 -1.55255e+01 |  5 -0.62967 -3.30374e+01 |  6 -0.15919  1.75770e+01
  7 -0.16668 -1.05188e+01 |  8  0.09855  1.54022e+01 |  9 -0.39467 -7.65365e+00
 10 -0.56919 -2.22177e+01 | 11  0.01872 -1.07917e+03 | 12  0.15415 -1.99610e+01
 13  0.15549 -7.84524e+00 | 14 -0.11447  1.36424e+01 | 15 -0.16100  6.06407e+00
 16 -0.08402  2.05886e+01 | 17 -0.00457  1.70006e+01 | 18 -0.14883  1.29323e+01
 19  0.06955 -2.43219e+01 | 20  0.12523 -3.77761e+01 | 21 -0.01476  3.94990e+00
 22  0.05230 -2.18971e+01 | 23  0.11975 -5.99696e+01 | 24  0.04601 -1.99398e+01
 25 -0.00576 -3.48526e+00 | 26  0.08782 -1.76147e+01 | 27  0.04607 -1.50407e+01
 28 -0.06478 -1.87458e+00 | 29  0.07832  5.00482e-01 | 30 -0.01279 -6.69309e+00
 31 -0.01974  1.58902e+01 | 32  0.01623  4.54970e+00 | 33  0.09653 -1.41791e+00
 34 -0.03280  8.42950e+00 | 35  0.00343  1.10431e+01 | 36 -0.00760  8.57808e+00
 37 -0.06820  1.12010e+01 | 38 -0.09875  1.78905e+01 | 39 -0.05561  1.63324e+01
 40  0.01729  1.95149e+01 | 41  0.05393  2.50926e+01 | 42  0.02580  2.34990e+01
 43 -0.04398  2.60647e+01 | 44 -0.06184  2.50070e+01 | 45 -0.05441  2.30398e+01
 46  0.07990  2.86857e+01 | 47 -0.12125  2.53533e+01 | 48  0.04863  4.16620e+01
 49 -0.13083  2.29590e+01 | 50  0.16389  3.20480e+01 | 51 -0.10184  1.96622e+01
 52  0.07742  2.29042e+01 | 53 -0.15950  2.13315e+01 | 54 -0.16234  2.35998e+01
 55  0.16681  2.52788e+01 | 56  0.05794  2.10437e+01 | 57 -0.64286 -1.63694e+00
 58 -0.12977 -4.56030e+01 | 59 -0.42577  1.06170e-01 | 60 -0.03829 -1.05087e+00
